Name1,Manufacturer,Model,Model_Year,Transmission,KM_Done,Price,Time,Rating
Hyundai Accent  1.4L 2018,Hyundai ,Accent ,2018.0,Automatic,94000.0,31000," Mar 01, 2021",10
Toyota Camry  2.5L GLX 2004,Toyota ,Camry ,2004.0,Automatic,330000.0,13500," Mar 01, 2021",10
Toyota Corolla  1.6L XLI 2012,Toyota ,Corolla ,2012.0,CVT,144000.0,25000," Mar 01, 2021",10
Toyota Sequoia  5.7 SR5 2011,Toyota ,Sequoia ,2011.0,Automatic,323000.0,85000," Feb 28, 2021",10
Hyundai Accent  1.4L Mid 2016,Hyundai ,Accent ,2016.0,Automatic,166000.0,24000," Feb 28, 2021",10
Hyundai Elantra  1.6L 2019,Hyundai ,Elantra ,2019.0,Automatic,53000.0,52000," Feb 28, 2021",10
Hyundai Accent  1.4L 2019,Hyundai ,Accent ,2019.0,Automatic,52000.0,37000," Feb 28, 2021",10
Hyundai Elantra  1.6L 2013,Hyundai ,Elantra ,2013.0,Automatic,167000.0,22000," Feb 28, 2021",10
Hyundai Elantra  1.6L 2014,Hyundai ,Elantra ,2014.0,Automatic,230000.0,14500," Feb 28, 2021",10
Toyota Innova  2.7L DX 2006,Toyota ,Innova ,2006.0,Automatic,45000.0,23000," Feb 28, 2021",10
Toyota Hilux 1977,Toyota ,Hilux ,1977.0,Manual,79995.0,20998," Feb 26, 2021",10
Hyundai Accent  1.4L Base 2020,Hyundai ,Accent ,2020.0,Automatic,44000.0,40000," Feb 26, 2021",10
Hyundai Grand i10 2015,Hyundai ,Grand ,2015.0,Automatic,78999.0,24999," Feb 26, 2021",10
Hyundai Elantra  1.6L 2012,Hyundai ,Elantra ,2012.0,Automatic,236000.0,12000," Feb 25, 2021",10
Toyota Corolla  1.6L XLI 2012,Toyota ,Corolla ,2012.0,CVT,144000.0,25000," Feb 25, 2021",10
Ford Explorer  3.5L V6 Base 2008,Ford ,Explorer ,2008.0,Automatic,227000.0,17000," Feb 25, 2021",10
Hyundai Elantra  1.6L GLS 2015,Hyundai ,Elantra ,2015.0,Automatic,50000.0,27000," Feb 25, 2021",10
Hyundai Accent  1.6L 2017,Hyundai ,Accent ,2017.0,Automatic,92000.0,26000," Feb 25, 2021",10
Toyota Corolla  1.6L XLI 2015,Toyota ,Corolla ,2015.0,CVT,125000.0,34000," Feb 25, 2021",10
Toyota Yaris Sedan  1.3 S 2016,Toyota ,Yaris ,2016.0,Automatic,91000.0,26000," Feb 25, 2021",10
Toyota Corolla  1.6 S 2017,Toyota ,Corolla ,2017.0,Automatic,88000.0,45000," Feb 24, 2021",10
Toyota Yaris  1.5L S (CVT) 2020,Toyota ,Yaris ,2020.0,CVT,6000.0,58000," Feb 23, 2021",10
Toyota Innova  2.7L DX 2009,Toyota ,Innova ,2009.0,Automatic,400000.0,22000," Feb 23, 2021",10
Toyota Yaris  1.5L SE 2018,Toyota ,Yaris ,2018.0,Automatic,70000.0,34000," Feb 23, 2021",10
Toyota Yaris  1.3L SE 2014,Toyota ,Yaris ,2014.0,Automatic,113000.0,25000," Feb 23, 2021",10
Toyota Corolla  1.6L XLI 2016,Toyota ,Corolla ,2016.0,CVT,100000.0,30000," Feb 23, 2021",10
Toyota Corolla  1.6L XLI 2013,Toyota ,Corolla ,2013.0,CVT,191000.0,19000," Feb 23, 2021",10
Toyota FJ Cruiser 4.0L FJ1 A/T 2012,Toyota ,FJ ,2012.0,Automatic,356000.0,53000," Feb 22, 2021",10
Toyota Corolla  1.6L GLI 2011,Toyota ,Corolla ,2011.0,Automatic,200000.0,18000," Feb 22, 2021",10
Toyota Camry  2.5L GLX 2008,Toyota ,Camry ,2008.0,Automatic,410000.0,21000," Feb 22, 2021",10
Toyota Yaris  1.3L SE 2019,Toyota ,Yaris ,2019.0,Automatic,185000.0,24000," Feb 22, 2021",10
Toyota Yaris  1.3L SE 2015,Toyota ,Yaris ,2015.0,Automatic,137000.0,28500," Feb 22, 2021",10
Hyundai Accent  1.4L 2019,Hyundai ,Accent ,2019.0,Automatic,100000.0,30000," Feb 22, 2021",10
Toyota Corolla  1.6L XLI 2011,Toyota ,Corolla ,2011.0,CVT,192000.0,23000," Feb 22, 2021",10
Hyundai Elantra 2012,Hyundai ,Elantra ,2012.0,Automatic,225000.0,17500," Feb 22, 2021",10
Toyota Corolla  1.6L XLI 2003,Toyota ,Corolla ,2003.0,CVT,543000.0,10000," Feb 22, 2021",10
Hyundai Accent  1.4L 2018,Hyundai ,Accent ,2018.0,Automatic,94000.0,31000," Feb 22, 2021",10
Toyota Yaris Sedan  1.3 TRD Limited 2017,Toyota ,Yaris ,2017.0,Automatic,37500.0,35000," Feb 21, 2021",10
Ford Focus 2016,Ford ,Focus ,2016.0,Automatic,28000.0,37800," Feb 18, 2021",10
Ford Fusion 2015,Ford ,Fusion ,2015.0,Automatic,10666.0,52500," Feb 18, 2021",10
Ford Taurus 2015,Ford ,Taurus ,2015.0,Automatic,29900.0,56000," Feb 18, 2021",10
Ford Focus 2016,Ford ,Focus ,2016.0,Automatic,2218.0,37800," Feb 18, 2021",10
Ford Fusion 2015,Ford ,Fusion ,2015.0,Automatic,22603.0,45000," Feb 18, 2021",10
Ford Focus 2017,Ford ,Focus ,2017.0,Automatic,1739.0,42000," Feb 18, 2021",10
Ford Ranger 2011,Ford ,Ranger ,2011.0,Manual,90033.0,22999," Feb 18, 2021",10
Ford Ranger 2011,Ford ,Ranger ,2011.0,Manual,8184.0,24999," Feb 18, 2021",10
Toyota Camry 2015,Toyota ,Camry ,2015.0,Automatic,50287.0,51450," Feb 18, 2021",10
Ford Focus 2016,Ford ,Focus ,2016.0,Automatic,27202.0,44999," Feb 18, 2021",10
