Name1,Manufacturer,Model,Model_Year,Transmission,KM_Done,Price,Time
Hyundai Accent  1.4L 2018,Hyundai ,Accent ,2018,Automatic,"94,000",31000," Mar 01, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Mazda CX-5  2.5L Prestige (AWD) 2017,Mazda ,,2017,Automatic,"132,000",55000," Mar 01, 2021"
Toyota Camry  2.5L GLX 2004,Toyota ,Camry ,2004,Automatic,"330,000",13500," Mar 01, 2021"
Chevrolet Epica 2011,Chevrolet ,Epica ,2011,NA,"189,000",4000," Mar 01, 2021"
Renault Fluence  1.6L LE 2015,Renault ,Fluence ,2015,CVT,"184,000",16000," Mar 01, 2021"
Toyota Avalon  3.5L SE 2015,Toyota ,Avalon ,2015,CVT,"115,000",74999," Mar 01, 2021"
Toyota Corolla  1.6L XLI 2012,Toyota ,Corolla ,2012,CVT,"144,000",25000," Mar 01, 2021"
Kia Carens  1.6 EX 2013,Kia ,Carens ,2013,Automatic,"400,000",18000," Mar 01, 2021"
Toyota Corolla  1.6L XLI 2013,Toyota ,Corolla ,2013,CVT,"246,000",22000," Mar 01, 2021"
Chevrolet Caprice  6.0L Royale 2009,Chevrolet ,Caprice ,2009,Automatic,"192,000",14500," Mar 01, 2021"
GMC Yukon  5.3 V8 AT4 (AWD) 2015,GMC ,Yukon ,2015,Automatic,"72,000",102000," Mar 01, 2021"
Chevrolet Camaro Coupe  SS 2017,Chevrolet ,Camaro ,2017,Automatic,"113,000",90000," Mar 01, 2021"
Hyundai Sonata  1.6T GL 2019,Hyundai ,Sonata ,2019,Automatic,"52,000",63000," Mar 01, 2021"
Toyota Yaris  1.3L SE 2010,Toyota ,Yaris ,2010,Automatic,"261,000",16000," Mar 01, 2021"
Land Rover LR2  3.2 HSE 2013,Land ,Rover ,2013,Automatic,"105,000",54000," Mar 01, 2021"
Toyota Avalon  3.5L SE 2015,Toyota ,Avalon ,2015,CVT,"115,000",74999," Mar 01, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Lexus LX 570 2019,Lexus ,LX ,2019,Automatic,"4,000",405000," Feb 28, 2021"
Daihatsu Terios 2011,Daihatsu ,Terios ,2011,Automatic,"197,300",22500," Feb 28, 2021"
Ford Explorer  3.5L V6 Base 2010,Ford ,Explorer ,2010,Automatic,"199,800",25000," Feb 28, 2021"
Toyota Sequoia  5.7 SR5 2011,Toyota ,Sequoia ,2011,Automatic,"323,000",85000," Feb 28, 2021"
Hyundai Accent  1.4L Mid 2016,Hyundai ,Accent ,2016,Automatic,"166,000",24000," Feb 28, 2021"
Dodge Durango   Express 3.6L 2013,Dodge ,Durango ,2013,Automatic,"284,000",30000," Feb 28, 2021"
Honda Accord  2.4L EX + Navigation 2008,Honda ,Accord ,2008,Automatic,"353,999",21000," Feb 28, 2021"
Mitsubishi Pajero  3.0L GL 5 Door 2017,Mitsubishi ,Pajero ,2017,Automatic,"100,000",58000," Feb 28, 2021"
Chevrolet Cruze 2011,Chevrolet ,Cruze ,2011,NA,"206,000",10000," Feb 28, 2021"
Hyundai Elantra  1.6L 2019,Hyundai ,Elantra ,2019,Automatic,"53,000",52000," Feb 28, 2021"
Dodge Durango  SXT 3.6L 2015,Dodge ,Durango ,2015,Automatic,"79,000",75000," Feb 28, 2021"
Hyundai Sonata  1.6T GL 2012,Hyundai ,Sonata ,2012,Automatic,"265,000",25000," Feb 28, 2021"
Hyundai Elantra  1.6L 2015,Hyundai ,Elantra ,2015,Automatic,"206,000",25000," Feb 28, 2021"
Toyota Hilux  2.0 Double Cab 4x2 M/T 2011,Toyota ,Hilux ,2011,Manual,"254,000",42000," Feb 28, 2021"
Lexus ES  300 Hybrid Full Option 2002,Lexus ,ES ,2002,CVT,"317,000",15000," Feb 28, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Chevrolet Sonic  1.6 Base Sedan 2012,Chevrolet ,Sonic ,2012,Automatic,"125,000",13000," Feb 28, 2021"
Kia Cerato  1.6L Base 2015,Kia ,Cerato ,2015,Automatic,"76,000",28500," Feb 28, 2021"
GMC Acadia  3.6L All Wheel Drive 2010,GMC ,Acadia ,2010,Automatic,"360,000",23000," Feb 28, 2021"
Chevrolet Cruze  1.6L Elegance 2014,Chevrolet ,Cruze ,2014,Automatic,"86,500",23000," Feb 28, 2021"
Hyundai Accent  1.4L 2019,Hyundai ,Accent ,2019,Automatic,"52,000",37000," Feb 28, 2021"
Hyundai Santa Fe  2.4L AWD 2013,Hyundai ,Santa ,2013,Automatic,"188,000",46000," Feb 28, 2021"
Mercury Milan 2008,Mercury ,Milan ,2008,NA,"168,000",10000," Feb 28, 2021"
Nissan X-Trail  2.5 S 2WD 2008,Nissan ,,2008,Automatic,"173,000",14500," Feb 28, 2021"
Toyota Corolla  1.6L XLI 2012,Toyota ,Corolla ,2012,CVT,"300,000",18000," Feb 28, 2021"
Kia Picanto 2014,Kia ,Picanto ,2014,Automatic,"60,000",18000," Feb 28, 2021"
Honda Accord  2.4L EX + Navigation 2008,Honda ,Accord ,2008,Automatic,"353,999",21000," Feb 28, 2021"
Hyundai Elantra  1.6L 2013,Hyundai ,Elantra ,2013,Automatic,"167,000",22000," Feb 28, 2021"
Hyundai Elantra  1.6L 2014,Hyundai ,Elantra ,2014,Automatic,"230,000",14500," Feb 28, 2021"
Toyota Innova  2.7L DX 2006,Toyota ,Innova ,2006,Automatic,"45,000",23000," Feb 28, 2021"
Jeep Compass  2.4L Longitude (4x4) 2019,Jeep ,Compass ,2019,Automatic,"30,468",92000," Feb 28, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Jeep Compass  2.4L Longitude (4x4) 2019,Jeep ,Compass ,2019,Automatic,"30,500",92000," Feb 28, 2021"
Land Rover Range Rover  HSE 2016,Land ,Rover ,2016,Automatic,"35,000",280000," Feb 28, 2021"
Land Rover Range Rover  HSE 2016,Land ,Rover ,2016,Automatic,"35,000",280000," Feb 28, 2021"
Chevrolet Blazer 2015,Chevrolet ,Blazer ,2015,Automatic,"185,000",45000," Feb 28, 2021"
GMC Yukon  5.3L RWD 2011,GMC ,Yukon ,2011,Automatic,"307,000",65000," Feb 27, 2021"
Mercury Mountaineer  Base 2008,Mercury ,Mountaineer ,2008,Automatic,"270,000",16500," Feb 27, 2021"
Nissan Sentra 2015,Nissan ,Sentra ,2015,Automatic,"145,600",27000," Feb 26, 2021"
Daihatsu Terios 2011,Daihatsu ,Terios ,2011,Automatic,"197,200",24500," Feb 26, 2021"
Toyota Hilux 1977,Toyota ,Hilux ,1977,Manual,"79,995",20998," Feb 26, 2021"
Hyundai Accent  1.4L Base 2020,Hyundai ,Accent ,2020,Automatic,"44,000",40000," Feb 26, 2021"
Hyundai Grand i10 2015,Hyundai ,Grand ,2015,Automatic,"78,999",24999," Feb 26, 2021"
Jeep Renegade 2016,Jeep ,Renegade ,2016,Automatic,"70,000",40000," Feb 25, 2021"
Hyundai Santa Fe  2.4L AWD 2015,Hyundai ,Santa ,2015,Automatic,"194,000",37000," Feb 25, 2021"
Kia Rio Hatchback  1.4 Top 2014,Kia ,Rio ,2014,Automatic,"130,000",22000," Feb 25, 2021"
Ford Explorer  3.5L V6 XLT 2015,Ford ,Explorer ,2015,Automatic,"72,000",75000," Feb 25, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Honda Civic  1.5 RS 2006,Honda ,Civic ,2006,Automatic,"400,000",15000," Feb 25, 2021"
Chevrolet Cruze  1.6L 2010,Chevrolet ,Cruze ,2010,Manual,"122,000",12000," Feb 25, 2021"
Hyundai Elantra  1.6L 2012,Hyundai ,Elantra ,2012,Automatic,"236,000",12000," Feb 25, 2021"
Hyundai Accent  1.4L 2015,Hyundai ,Accent ,2015,Automatic,"236,000",21000," Feb 25, 2021"
Honda City  1.5L DX 2020,Honda ,City ,2020,CVT,"12,500",40000," Feb 25, 2021"
Geely Coolray  1.5TD GS 2020,Geely ,Coolray ,2020,Manual,"11,000",47000," Feb 25, 2021"
Toyota Corolla  1.6L XLI 2012,Toyota ,Corolla ,2012,CVT,"144,000",25000," Feb 25, 2021"
Chevrolet Aveo  1.4L Automatic 2010,Chevrolet ,Aveo ,2010,Automatic,"110,000",16500," Feb 25, 2021"
Ford F-150  3.5L EcoBoost Crew Cab King Ranch FX4 2010,Ford ,,2010,Automatic,"315,000",33000," Feb 25, 2021"
Ford Explorer  3.5L V6 Base 2008,Ford ,Explorer ,2008,Automatic,"227,000",17000," Feb 25, 2021"
Hyundai Tucson  1.6L GL 2020,Hyundai ,Tucson ,2020,Automatic,"25,000",77000," Feb 25, 2021"
Hyundai Elantra  1.6L GLS 2015,Hyundai ,Elantra ,2015,Automatic,"50,000",27000," Feb 25, 2021"
Hyundai Accent  1.6L 2017,Hyundai ,Accent ,2017,Automatic,"92,000",26000," Feb 25, 2021"
Toyota Corolla  1.6L XLI 2012,Toyota ,Corolla ,2012,CVT,"216,000",23000," Feb 25, 2021"
Toyota Corolla  1.6L XLI 2015,Toyota ,Corolla ,2015,CVT,"320,000",27500," Feb 25, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Nissan Murano  3.5L SL 2015,Nissan ,Murano ,2015,Automatic,"199,000",45000," Feb 25, 2021"
Toyota Corolla  1.6L XLI 2015,Toyota ,Corolla ,2015,CVT,"125,000",34000," Feb 25, 2021"
Nissan Sunny  1.6L SL 2015,Nissan ,Sunny ,2015,CVT,"192,000",19000," Feb 25, 2021"
Chevrolet Epica 2009,Chevrolet ,Epica ,2009,NA,"200,000",12000," Feb 25, 2021"
Toyota Yaris Sedan  1.3 S 2016,Toyota ,Yaris ,2016,Automatic,"91,000",26000," Feb 25, 2021"
Nissan Pathfinder  3.5L S 2WD 2015,Nissan ,Pathfinder ,2015,Automatic,"100,000",650000," Feb 25, 2021"
Nissan Kicks  1.6 SV 2020,Nissan ,Kicks ,2020,Automatic,"19,005",60000," Feb 25, 2021"
Nissan Altima  2.5 S 2017,Nissan ,Altima ,2017,Automatic,"75,500",54000," Feb 24, 2021"
Ford Crown Victoria 4.6L 2011,Ford ,Crown ,2011,Automatic,"265,000",34000," Feb 24, 2021"
GMC Acadia  SLE2 2017,GMC ,Acadia ,2017,Automatic,"279,000",90000," Feb 24, 2021"
GMC Acadia 2016,GMC ,Acadia ,2016,Automatic,"126,000",77500," Feb 24, 2021"
Nissan Pathfinder  3.5L S 2WD 2015,Nissan ,Pathfinder ,2015,Automatic,"100,000",65000," Feb 24, 2021"
Toyota Corolla  1.6 S 2017,Toyota ,Corolla ,2017,Automatic,"88,000",45000," Feb 24, 2021"
Ford Expedition  3.5L XL 2016,Ford ,Expedition ,2016,Automatic,"73,000",80000," Feb 23, 2021"
Toyota Camry  2.5L GLX 2011,Toyota ,Camry ,2011,Automatic,"244,000",24000," Feb 23, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Hyundai Sonata  1.6T GL 2012,Hyundai ,Sonata ,2012,Automatic,"263,000",23500," Feb 23, 2021"
Toyota Corolla  1.6L XLI 2014,Toyota ,Corolla ,2014,CVT,"163,000",32000," Feb 23, 2021"
Honda Accord  1.5T LX 2006,Honda ,Accord ,2006,Automatic,"277,000",17000," Feb 23, 2021"
Nissan X-Trail  2.5 S 2WD 2003,Nissan ,,2003,Automatic,"277,000",12000," Feb 23, 2021"
Kia Rio Sedan  1.4 Base 2013,Kia ,Rio ,2013,Automatic,"127,000",21500," Feb 23, 2021"
Kia Cerato  4 Door Sedan 1.6L 2017,Kia ,Cerato ,2017,Automatic,"65,000",32000," Feb 23, 2021"
Toyota Yaris  1.5L S (CVT) 2020,Toyota ,Yaris ,2020,CVT,"6,000",58000," Feb 23, 2021"
Citroen C5 2007,Citroen ,,2007,Automatic,"90,000",20000," Feb 23, 2021"
Toyota Corolla  2.0L XLI 2015,Toyota ,Corolla ,2015,Automatic,"220,000",28500," Feb 23, 2021"
Toyota Innova  2.7L DX 2009,Toyota ,Innova ,2009,Automatic,"400,000",22000," Feb 23, 2021"
Toyota Yaris  1.5L SE 2018,Toyota ,Yaris ,2018,Automatic,"70,000",34000," Feb 23, 2021"
Toyota Innova 2015,Toyota ,Innova ,2015,NA,"165,000",40000," Feb 23, 2021"
Nissan Sunny Classic  EX Saloon 2011,Nissan ,Sunny ,2011,Automatic,"271,000",11500," Feb 23, 2021"
Kia Cerato  1.6L Base 2016,Kia ,Cerato ,2016,Automatic,"125,000",31500," Feb 23, 2021"
Citroen C-Elysee 2016,Citroen ,,2016,NA,"142,500",15000," Feb 23, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Toyota Camry  2.5L GLX 2010,Toyota ,Camry ,2010,Automatic,"250,000",22000," Feb 23, 2021"
Chevrolet Cruze  1.8 LS 2011,Chevrolet ,Cruze ,2011,Automatic,"158,000",17000," Feb 23, 2021"
Volkswagen Golf GTI  Sport 2012,Volkswagen ,Golf ,2012,Automatic,"149,000",27000," Feb 23, 2021"
Toyota Camry  2.5L GLX 2015,Toyota ,Camry ,2015,Automatic,"138,000",40000," Feb 23, 2021"
Toyota Yaris  1.3L SE 2014,Toyota ,Yaris ,2014,Automatic,"113,000",25000," Feb 23, 2021"
Toyota Corolla  1.6L XLI 2016,Toyota ,Corolla ,2016,CVT,"100,000",30000," Feb 23, 2021"
Chevrolet Cruze  1.8 LS 2016,Chevrolet ,Cruze ,2016,Automatic,"111,000",24000," Feb 23, 2021"
Toyota Corolla  1.6L XLI 2013,Toyota ,Corolla ,2013,CVT,"191,000",19000," Feb 23, 2021"
Mitsubishi Lancer  1.6L GLX 2015,Mitsubishi ,Lancer ,2015,Automatic,"278,000",18000," Feb 23, 2021"
Chevrolet Impala  3.6L LTZ 2015,Chevrolet ,Impala ,2015,Automatic,"104,000",48000," Feb 23, 2021"
Dodge Charger  3.6L SE Sport 2008,Dodge ,Charger ,2008,Automatic,"200,000",23000," Feb 23, 2021"
Toyota Corolla  1.6L XLI 2012,Toyota ,Corolla ,2012,CVT,"295,000",22000," Feb 23, 2021"
Nissan Sunny  1.5 SL 2011,Nissan ,Sunny ,2011,Automatic,"127,000",17000," Feb 23, 2021"
Lexus ES  350 Exclusive 2006,Lexus ,ES ,2006,Automatic,"375,000",25000," Feb 22, 2021"
Toyota FJ Cruiser 4.0L FJ1 A/T 2012,Toyota ,FJ ,2012,Automatic,"356,000",53000," Feb 22, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Toyota Corolla  1.6L GLI 2011,Toyota ,Corolla ,2011,Automatic,"200,000",18000," Feb 22, 2021"
Citroen C3  1.6L Confort 2003,Citroen ,,2003,Automatic,"280,000",5000," Feb 22, 2021"
Toyota Camry  2.5L GLX 2008,Toyota ,Camry ,2008,Automatic,"410,000",21000," Feb 22, 2021"
Chevrolet Suburban  5.3L LT Z71 2002,Chevrolet ,Suburban ,2002,Automatic,"187,000",18000," Feb 22, 2021"
Lexus IS F 2016,Lexus ,IS ,2016,Automatic,"140,000",80000," Feb 22, 2021"
Nissan Sunny  1.6L SL 2012,Nissan ,Sunny ,2012,CVT,"132,000",19000," Feb 22, 2021"
Toyota Yaris  1.3L SE 2019,Toyota ,Yaris ,2019,Automatic,"185,000",24000," Feb 22, 2021"
Kia Picanto  1.2L Base 2014,Kia ,Picanto ,2014,Automatic,"76,000",15000," Feb 22, 2021"
Toyota Corolla  1.6L XLI 2012,Toyota ,Corolla ,2012,CVT,"284,000",20000," Feb 22, 2021"
Toyota Yaris  1.3L SE 2015,Toyota ,Yaris ,2015,Automatic,"137,000",28500," Feb 22, 2021"
Hyundai Accent  1.4L 2019,Hyundai ,Accent ,2019,Automatic,"100,000",30000," Feb 22, 2021"
Toyota Corolla  1.6L XLI 2011,Toyota ,Corolla ,2011,CVT,"192,000",23000," Feb 22, 2021"
Hyundai Elantra 2012,Hyundai ,Elantra ,2012,Automatic,"225,000",17500," Feb 22, 2021"
Kia Cadenza 2017,Kia ,Cadenza ,2017,Automatic,"74,000",50000," Feb 22, 2021"
Toyota Corolla  1.6L XLI 2003,Toyota ,Corolla ,2003,CVT,"543,000",10000," Feb 22, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Kia Cerato 2016,Kia ,Cerato ,2016,Automatic,"75,000",13900," Feb 22, 2021"
Nissan Sunny 2006,Nissan ,Sunny ,2006,CVT,"156,000",8500," Feb 22, 2021"
Kia Rio Hatchback  1.4 Base 2014,Kia ,Rio ,2014,Automatic,"183,000",24000," Feb 22, 2021"
GMC Envoy 2008,GMC ,Envoy ,2008,NA,"126,000",22000," Feb 22, 2021"
Nissan Sunny Classic  EX Saloon 2009,Nissan ,Sunny ,2009,Automatic,"302,000",8000," Feb 22, 2021"
Hyundai Sonata  1.6T GL 2019,Hyundai ,Sonata ,2019,Automatic,"59,000",60000," Feb 22, 2021"
Honda Civic  1.5 RS 2008,Honda ,Civic ,2008,Automatic,"255,000",17500," Feb 22, 2021"
Hyundai Accent  1.4L 2018,Hyundai ,Accent ,2018,Automatic,"94,000",31000," Feb 22, 2021"
Toyota Camry  2.5L GLX 2017,Toyota ,Camry ,2017,Automatic,"91,000",70000," Feb 21, 2021"
Toyota Yaris Sedan  1.3 TRD Limited 2017,Toyota ,Yaris ,2017,Automatic,"37,500",35000," Feb 21, 2021"
GMC Yukon  SLE 2014,GMC ,Yukon ,2014,Automatic,"132,998",65000," Feb 21, 2021"
Renault Logan  SE 2014,Renault ,Logan ,2014,Manual,"93,000",14000," Feb 21, 2021"
Toyota Corolla 2002,Toyota ,Corolla ,2002,NA,"340,000",9000," Feb 21, 2021"
Changan Alsvin 2019,Changan ,Alsvin ,2019,NA,"46,000",27500," Feb 21, 2021"
Kia Cerato 2016,Kia ,Cerato ,2016,NA,"94,000",26500," Feb 21, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Hyundai Accent 2014,Hyundai ,Accent ,2014,NA,,20500," Feb 21, 2021"
Mazda 3 2018,Mazda ,,2018,NA,"200,000",42000," Feb 21, 2021"
Hyundai Accent 2018,Hyundai ,Accent ,2018,NA,"94,000",31000," Feb 21, 2021"
Nissan Sunny 2006,Nissan ,Sunny ,2006,NA,,8500," Feb 21, 2021"
Kia Cerato 2017,Kia ,Cerato ,2017,NA,,32000," Feb 21, 2021"
Toyota Yaris 2018,Toyota ,Yaris ,2018,NA,"38,000",40000," Feb 21, 2021"
Volvo S60 2007,Volvo ,,2007,NA,"152,000",15000," Feb 21, 2021"
Nissan Pathfinder 2010,Nissan ,Pathfinder ,2010,NA,"130,000",21000," Feb 21, 2021"
Nissan Sunny 2005,Nissan ,Sunny ,2005,NA,,8800," Feb 21, 2021"
Nissan Sentra 2015,Nissan ,Sentra ,2015,NA,,19500," Feb 21, 2021"
Honda Accord 2015,Honda ,Accord ,2015,NA,"142,000",51000," Feb 21, 2021"
Toyota Camry 2.5L S 2015,Toyota ,Camry ,2015,Automatic,"176,250",32000," Feb 21, 2021"
Toyota Camry 2010,Toyota ,Camry ,2010,NA,"245,000",28000," Feb 21, 2021"
Hyundai Elantra 2017,Hyundai ,Elantra ,2017,NA,"56,000",38000," Feb 21, 2021"
Kia Cerato 2016,Kia ,Cerato ,2016,NA,,13900," Feb 21, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Kia Picanto 2014,Kia ,Picanto ,2014,NA,,18000," Feb 21, 2021"
Toyota Camry 2012,Toyota ,Camry ,2012,NA,"73,000",30000," Feb 21, 2021"
Renault Talisman 2017,Renault ,Talisman ,2017,CVT,"79,000",70000," Feb 21, 2021"
Toyota 86  2.0 GT 2016,Toyota ,,2016,Automatic,"166,000",55000," Feb 20, 2021"
Renault Talisman 2017,Renault ,Talisman ,2017,CVT,"79,000",70000," Feb 20, 2021"
Toyota Corolla 2017,Toyota ,Corolla ,2017,NA,"139,000",42000," Feb 20, 2021"
Lincoln MKS  3.7 FWD 2013,Lincoln ,MKS ,2013,Automatic,"68,900",69000," Feb 20, 2021"
Nissan Altima  2.5 SV 2017,Nissan ,Altima ,2017,Automatic,"156,000",52000," Feb 20, 2021"
GMC Acadia 2009,GMC ,Acadia ,2009,Automatic,"258,000",22000," Feb 20, 2021"
Toyota Hiace High Roof Van 2019,Toyota ,Hiace ,2019,Automatic,"70,000",130000," Feb 19, 2021"
Toyota Hiace  High Roof Van 2019,Toyota ,Hiace ,2019,Automatic,"70,000",130000," Feb 19, 2021"
Toyota Hiace 2019,Toyota ,Hiace ,2019,Automatic,"70,000",130000," Feb 19, 2021"
Toyota Cressida 1989,Toyota ,Cressida ,1989,Manual,"318,000",16000," Feb 19, 2021"
Toyota Cressida 1989,Toyota ,Cressida ,1989,Manual,"318,000",17000," Feb 19, 2021"
Ford Edge  3.5L V6 SEL (AWD) 2013,Ford ,Edge ,2013,Automatic,,3999," Feb 19, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Jeep Liberty 2012,Jeep ,Liberty ,2012,Automatic,"280,000",45000," Feb 19, 2021"
Toyota Rush  1.5L STD (7-Seater) 2019,Toyota ,Rush ,2019,Automatic,"60,000",55000," Feb 18, 2021"
Lexus LX 570 2016,Lexus ,LX ,2016,Automatic,"2,393",63750," Feb 18, 2021"
Toyota Fortuner 2017,Toyota ,Fortuner ,2017,Automatic,"54,000",80000," Feb 18, 2021"
Ford Focus 2016,Ford ,Focus ,2016,Automatic,"28,000",37800," Feb 18, 2021"
Ford Fusion 2015,Ford ,Fusion ,2015,Automatic,"10,666",52500," Feb 18, 2021"
Lincoln MKS 2014,Lincoln ,MKS ,2014,Automatic,"21,667",93450," Feb 18, 2021"
Ford Edge 2013,Ford ,Edge ,2013,Automatic,"132,239",41999," Feb 18, 2021"
Lincoln MKT 2015,Lincoln ,MKT ,2015,Automatic,"68,317",99999," Feb 18, 2021"
Ford Escape 2015,Ford ,Escape ,2015,Automatic,"66,325",53549," Feb 18, 2021"
Ford Fusion 2015,Ford ,Fusion ,2015,Automatic,"115,250",45000," Feb 18, 2021"
Ford Expedition 2012,Ford ,Expedition ,2012,Automatic,"90,660",52498," Feb 18, 2021"
Ford Expedition 2012,Ford ,Expedition ,2012,Automatic,"96,338",49999," Feb 18, 2021"
Ford Taurus 2016,Ford ,Taurus ,2016,Automatic,"15,276",64999," Feb 18, 2021"
Lincoln MKT 2013,Lincoln ,MKT ,2013,Automatic,"72,339",72449," Feb 18, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Taurus 2015,Ford ,Taurus ,2015,Automatic,"29,900",56000," Feb 18, 2021"
Ford Expedition 2012,Ford ,Expedition ,2012,Automatic,"116,963",52498," Feb 18, 2021"
Ford Focus 2016,Ford ,Focus ,2016,Automatic,"2,218",37800," Feb 18, 2021"
Ford Ranger 2016,Ford ,Ranger ,2016,Manual,"35,511",60900," Feb 18, 2021"
Ford Expedition 2014,Ford ,Expedition ,2014,Automatic,"83,800",78750," Feb 18, 2021"
Ford Edge 2014,Ford ,Edge ,2014,Automatic,"56,723",59999," Feb 18, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,"4,483",120750," Feb 18, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,,126000," Feb 18, 2021"
Ford Edge 2012,Ford ,Edge ,2012,Automatic,"71,188",57750," Feb 18, 2021"
Ford Expedition 2012,Ford ,Expedition ,2012,Automatic,"82,604",52498," Feb 18, 2021"
Ford Fusion 2015,Ford ,Fusion ,2015,Automatic,"22,603",45000," Feb 18, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,124999," Feb 18, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,"1,243",165999," Feb 18, 2021"
Ford Focus 2017,Ford ,Focus ,2017,Automatic,"1,739",42000," Feb 18, 2021"
Ford Expedition 2012,Ford ,Expedition ,2012,Automatic,"118,300",52500," Feb 18, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Explorer 2013,Ford ,Explorer ,2013,Automatic,"165,500",52499," Feb 18, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,"16,834",149999," Feb 18, 2021"
Ford Taurus 2017,Ford ,Taurus ,2017,Automatic,"7,000",142800," Feb 18, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,111300," Feb 18, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,"4,422",134999," Feb 18, 2021"
Ford Taurus 2017,Ford ,Taurus ,2017,Automatic,"22,114",99999," Feb 18, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,129999," Feb 18, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,134999," Feb 18, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,"2,774",134999," Feb 18, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,"1,682",134999," Feb 18, 2021"
Ford Mustang 2017,Ford ,Mustang ,2017,Automatic,"15,878",189000," Feb 18, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,"2,129",155999," Feb 18, 2021"
Lincoln MKX 2016,Lincoln ,MKX ,2016,Automatic,"35,667",167999," Feb 18, 2021"
Ford Expedition 2013,Ford ,Expedition ,2013,Automatic,"92,409",54999," Feb 18, 2021"
Ford Expedition 2015,Ford ,Expedition ,2015,Automatic,"92,823",73499," Feb 18, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Ranger 2011,Ford ,Ranger ,2011,Manual,"90,033",22999," Feb 18, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,"1,130",100500," Feb 18, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,"1,218",142999," Feb 18, 2021"
Ford Mustang 2017,Ford ,Mustang ,2017,Automatic,"7,796",156000," Feb 18, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,109999," Feb 18, 2021"
Ford Expedition 2013,Ford ,Expedition ,2013,Automatic,"155,766",54999," Feb 18, 2021"
Ford Ranger 2011,Ford ,Ranger ,2011,Manual,"8,184",24999," Feb 18, 2021"
Ford Flex 2016,Ford ,Flex ,2016,Automatic,"2,700",93450," Feb 18, 2021"
Ford Taurus 2016,Ford ,Taurus ,2016,Automatic,"26,900",73000," Feb 18, 2021"
Lincoln Navigator 2012,Lincoln ,Navigator ,2012,Automatic,"102,500",84000," Feb 18, 2021"
Ford Expedition 2016,Ford ,Expedition ,2016,Automatic,"13,333",94999," Feb 18, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,134999," Feb 18, 2021"
Toyota Camry 2015,Toyota ,Camry ,2015,Automatic,"50,287",51450," Feb 18, 2021"
Ford Expedition 2016,Ford ,Expedition ,2016,Automatic,"6,214",102999," Feb 18, 2021"
Ford Focus 2016,Ford ,Focus ,2016,Automatic,"27,202",44999," Feb 18, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Focus 2013,Ford ,Focus ,2013,Automatic,"48,854",20000," Feb 18, 2021"
Ford Fusion 2016,Ford ,Fusion ,2016,Automatic,"14,505",44999," Feb 18, 2021"
Ford Fusion 2016,Ford ,Fusion ,2016,Automatic,"17,110",48999," Feb 18, 2021"
Lincoln Continental 2017,Lincoln ,Continental ,2017,Automatic,,284999," Feb 18, 2021"
Lincoln Continental 2017,Lincoln ,Continental ,2017,Automatic,"10,300",259999," Feb 18, 2021"
Ford Taurus 2015,Ford ,Taurus ,2015,Automatic,"35,000",94500," Feb 18, 2021"
Ford Expedition 2016,Ford ,Expedition ,2016,Automatic,"68,281",90999," Feb 18, 2021"
Ford Edge 2013,Ford ,Edge ,2013,Automatic,"18,815",51729," Feb 18, 2021"
Ford Explorer 2017,Ford ,Explorer ,2017,Automatic,"14,000",159999," Feb 18, 2021"
